tipo_imovel,cidade,bairro,localizacao,metro_quadrado_terreno,metro_quadrado_construido,quantidade_comodos,quantidade_suites,possui_piscina,idade_anos,estado_conservacao,preco
apartamento,Sao Paulo,Parelheiros,periferia,62,59,2,0,sim,7,bom,290000
apartamento,Guarulhos,Centro (Guarulhos),periferia,136,119,4,1,nao,22,bom,650000
casa,Sao Paulo,Jardim Angela,periferia,260,158,7,2,nao,31,ruim,540000
apartamento,Sao Paulo,Perus,periferia,155,154,6,3,nao,40,ruim,630000
apartamento,Sao Paulo,Vila Olimpia,centro,159,156,5,2,sim,10,bom,1910000
apartamento,Sao Paulo,Jardim Angela,periferia,203,194,7,2,nao,20,bom,688000
chacara,Cotia,Zona Rural,periferia,6188,249,10,4,sim,13,bom,1118000
casa,Sao Paulo,Bela Vista,centro,192,131,8,2,nao,27,ruim,1130000
casa,Sao Paulo,M'Boi Mirim,periferia,102,70,4,1,nao,42,bom,274000
casa,Osasco,Centro (Osasco),periferia,138,72,4,4,nao,12,bom,452000
apartamento,Sao Paulo,Tatuape,centro,119,110,4,2,nao,45,ruim,774000
casa,Sao Paulo,Brasilandia,periferia,678,255,11,3,nao,9,bom,1341000
apartamento,Sao Paulo,Jardim Angela,periferia,65,58,2,0,nao,38,ruim,180000
apartamento,Sao Paulo,Perus,periferia,181,167,8,1,nao,11,ruim,735000
sitio,Mairipora,Zona Rural,periferia,112329,281,11,3,sim,20,ruim,5544000
apartamento,Sao Paulo,Perdizes,centro,115,114,6,0,nao,4,bom,1101000
apartamento,Sao Paulo,Parelheiros,periferia,83,77,4,3,nao,21,ruim,317000
apartamento,Sao Paulo,Pinheiros,centro,141,123,4,0,nao,21,bom,1718000
apartamento,Osasco,Centro (Osasco),periferia,225,206,8,1,nao,42,ruim,1052000
casa,Sao Paulo,Jardim Angela,periferia,665,229,9,2,nao,12,bom,1135000
apartamento,Sao Paulo,Brasilandia,periferia,173,172,6,0,nao,30,ruim,518000
apartamento,Sao Paulo,Tatuape,centro,186,179,7,3,nao,5,bom,1875000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,12059,209,9,3,sim,45,bom,1907000
apartamento,Sao Paulo,Jardim Paulista,centro,83,76,3,1,nao,24,ruim,928000
apartamento,Sao Paulo,Jardim Paulista,centro,156,150,7,2,nao,22,ruim,1646000
casa,Sao Paulo,Vila Madalena,centro,329,105,6,3,nao,4,bom,1836000
casa,Sao Paulo,Sapopemba,periferia,226,79,4,3,sim,14,bom,691000
chacara,Atibaia,Zona Rural,periferia,3832,131,6,2,sim,7,bom,796000
apartamento,Sao Paulo,Mooca,centro,219,199,9,1,nao,6,bom,1624000
apartamento,Sao Paulo,Grajau,periferia,93,89,5,3,nao,22,bom,402000
casa,Sao Paulo,Bela Vista,centro,398,230,10,4,sim,24,ruim,2787000
casa,Sao Paulo,Itaim Bibi,centro,685,249,13,2,sim,2,bom,4302000
apartamento,Osasco,Centro (Osasco),periferia,47,46,3,1,nao,30,ruim,247000
sitio,Nazare Paulista,Zona Rural,periferia,84435,308,12,3,nao,18,ruim,4837000
chacara,Atibaia,Zona Rural,periferia,9343,331,12,4,sim,45,ruim,1873000
casa,Sao Paulo,Bela Vista,centro,726,391,18,3,nao,9,bom,4831000
casa,Sao Paulo,Itaim Bibi,centro,452,152,8,4,sim,20,bom,2650000
casa,Sao Paulo,Jardim Paulista,centro,296,156,6,4,sim,13,bom,2275000
apartamento,Sao Paulo,M'Boi Mirim,periferia,106,97,4,1,nao,27,ruim,369000
casa,Sao Paulo,Sapopemba,periferia,262,95,3,3,sim,45,ruim,551000
chacara,Atibaia,Zona Rural,periferia,2558,178,8,3,sim,7,bom,775000
casa,Sao Paulo,Perus,periferia,391,207,8,1,nao,8,bom,962000
casa,Sao Paulo,Sapopemba,periferia,806,333,17,4,nao,17,bom,1674000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,211,190,8,2,nao,30,ruim,474000
apartamento,Sao Paulo,Sapopemba,periferia,134,123,5,3,nao,17,ruim,527000
casa,Sao Paulo,Vila Madalena,centro,754,295,14,3,nao,20,ruim,4803000
apartamento,Sao Paulo,Brooklin,centro,90,86,3,3,nao,34,ruim,899000
apartamento,Sao Paulo,Higienopolis,centro,44,40,1,0,nao,22,bom,380000
casa,Sao Paulo,Santana,centro,171,106,4,3,nao,47,bom,872000
casa,Osasco,Centro (Osasco),periferia,681,305,14,4,sim,37,ruim,1667000
apartamento,Sao Paulo,Jardim Angela,periferia,149,131,5,3,nao,7,bom,585000
casa,Sao Paulo,Sapopemba,periferia,508,245,12,3,nao,21,ruim,1138000
casa,Sao Paulo,Parelheiros,periferia,389,200,9,2,nao,17,bom,847000
apartamento,Sao Paulo,Jardim Angela,periferia,79,73,2,2,nao,42,ruim,215000
casa,Sao Paulo,Perdizes,centro,314,156,7,2,nao,5,bom,1904000
casa,Sao Paulo,Perdizes,centro,639,360,17,1,nao,16,ruim,4061000
casa,Sao Paulo,Vila Nova Conceicao,centro,1229,396,19,3,nao,6,bom,7718000
apartamento,Sao Paulo,Itaim Bibi,centro,130,127,4,1,sim,7,bom,2292000
apartamento,Sao Paulo,Mooca,centro,64,60,1,1,sim,23,bom,445000
apartamento,Sao Paulo,Perdizes,centro,138,121,5,3,nao,5,bom,1243000
apartamento,Sao Paulo,Santana,centro,99,97,4,2,nao,10,bom,797000
casa,Sao Paulo,Vila Olimpia,centro,307,123,6,2,sim,3,bom,2520000
apartamento,Sao Paulo,Bela Vista,centro,173,168,6,3,nao,34,ruim,1450000
casa,Sao Paulo,Cidade Tiradentes,periferia,853,368,16,2,nao,6,bom,1815000
chacara,Braganca Paulista,Zona Rural,periferia,9372,210,8,3,sim,11,bom,2764000
casa,Sao Paulo,Itaim Paulista,periferia,691,290,13,2,nao,12,ruim,1376000
casa,Sao Paulo,Itaim Paulista,periferia,301,123,7,1,nao,28,ruim,514000
apartamento,Sao Paulo,Capao Redondo,periferia,114,112,3,0,nao,22,bom,464000
apartamento,Sao Paulo,Jardim Paulista,centro,99,92,5,3,nao,5,bom,1313000
casa,Guarulhos,Centro (Guarulhos),periferia,235,131,5,2,nao,28,ruim,594000
casa,Sao Paulo,Jardim Angela,periferia,580,369,17,4,nao,20,bom,1688000
casa,Sao Paulo,Perus,periferia,607,323,17,3,nao,19,ruim,1349000
chacara,Cotia,Zona Rural,periferia,14212,111,5,1,sim,30,ruim,2532000
casa,Sao Paulo,Jardim Angela,periferia,175,76,3,3,nao,15,bom,458000
apartamento,Sao Paulo,Vila Madalena,centro,44,40,1,1,nao,21,bom,481000
casa,Sao Paulo,Vila Madalena,centro,563,369,18,2,sim,11,ruim,4138000
casa,Sao Paulo,Vila Olimpia,centro,480,203,8,3,nao,56,ruim,2503000
casa,Sao Paulo,Brasilandia,periferia,1017,395,19,4,nao,28,ruim,1612000
casa,Sao Paulo,Mooca,centro,210,92,3,1,nao,36,ruim,996000
apartamento,Sao Paulo,Capao Redondo,periferia,68,67,4,0,nao,24,ruim,228000
apartamento,Sao Paulo,Vila Mariana,centro,79,72,3,0,nao,22,bom,665000
apartamento,Sao Paulo,Guaianases,periferia,165,161,5,0,nao,9,ruim,539000
apartamento,Sao Paulo,Brasilandia,periferia,216,215,8,1,nao,8,bom,1066000
casa,Sao Paulo,Perus,periferia,774,343,16,3,nao,38,bom,1663000
casa,Sao Paulo,Jardim Paulista,centro,308,131,5,1,sim,18,ruim,1688000
sitio,Piracaia,Zona Rural,periferia,105665,149,6,3,nao,35,ruim,3757000
sitio,Cotia,Zona Rural,periferia,91872,311,11,1,sim,12,bom,4019000
apartamento,Sao Paulo,Grajau,periferia,66,59,3,0,nao,55,ruim,173000
apartamento,Sao Paulo,Tatuape,centro,195,184,7,0,nao,28,ruim,1332000
sitio,Cotia,Zona Rural,periferia,43370,73,3,1,nao,25,ruim,1367000
apartamento,Sao Paulo,Parelheiros,periferia,169,149,5,3,nao,36,ruim,652000
apartamento,Sao Paulo,Tatuape,centro,137,136,4,2,nao,6,ruim,1104000
casa,Sao Paulo,Perus,periferia,109,76,3,3,nao,6,bom,360000
casa,Sao Paulo,Jardim Angela,periferia,959,322,16,3,nao,4,bom,1677000
chacara,Mairipora,Zona Rural,periferia,12087,166,8,3,nao,26,ruim,1251000
casa,Sao Paulo,Jardim Angela,periferia,256,118,4,2,sim,8,bom,678000
casa,Sao Paulo,Vila Olimpia,centro,182,78,6,4,sim,37,ruim,1078000
apartamento,Sao Paulo,Parelheiros,periferia,146,142,5,3,nao,14,bom,706000
casa,Sao Paulo,Santana,centro,913,333,17,3,sim,23,ruim,4275000
chacara,Ibiuna,Zona Rural,periferia,2814,186,7,1,nao,33,ruim,519000
apartamento,Sao Paulo,Jardim Paulista,centro,74,68,2,0,nao,8,bom,709000
apartamento,Sao Paulo,Moema,centro,226,201,7,1,nao,36,ruim,2222000
apartamento,Sao Paulo,Jardim Paulista,centro,223,197,7,2,nao,19,ruim,2022000
chacara,Atibaia,Zona Rural,periferia,12837,282,11,3,sim,23,bom,1870000
apartamento,Sao Paulo,Higienopolis,centro,219,214,8,3,sim,54,ruim,2247000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,45,42,1,1,nao,36,ruim,120000
casa,Sao Paulo,Perus,periferia,676,355,15,2,sim,21,ruim,1480000
sitio,Sao Luiz do Paraitinga,Zona Rural,periferia,25004,145,5,2,nao,32,bom,1227000
casa,Sao Paulo,Itaquera,periferia,430,201,8,4,nao,23,ruim,953000
apartamento,Sao Paulo,Pinheiros,centro,95,90,5,1,nao,5,bom,1257000
chacara,Cotia,Zona Rural,periferia,6141,306,12,4,sim,12,bom,1680000
casa,Sao Paulo,Vila Olimpia,centro,854,289,14,1,nao,3,ruim,3820000
apartamento,Sao Paulo,Vila Olimpia,centro,89,81,4,1,sim,0,bom,1189000
casa,Sao Paulo,Parelheiros,periferia,444,308,14,3,nao,11,ruim,1073000
casa,Sao Paulo,Grajau,periferia,614,252,10,3,nao,14,ruim,1128000
casa,Sao Paulo,Jardim Paulista,centro,354,231,11,3,nao,52,ruim,2348000
casa,Sao Paulo,Capao Redondo,periferia,658,361,17,4,nao,9,ruim,1392000
apartamento,Sao Paulo,Brooklin,centro,118,108,4,3,nao,28,ruim,1288000
apartamento,Sao Paulo,Itaim Bibi,centro,202,194,9,0,nao,11,bom,2806000
apartamento,Sao Paulo,Vila Olimpia,centro,84,74,4,2,nao,25,ruim,693000
apartamento,Sao Paulo,Higienopolis,centro,122,117,4,2,nao,13,bom,1363000
apartamento,Sao Paulo,Jardim Paulista,centro,37,35,1,0,nao,43,ruim,358000
casa,Sao Paulo,Cidade Ademar,periferia,180,111,7,3,nao,6,bom,597000
casa,Sao Paulo,Brasilandia,periferia,340,220,10,3,nao,13,ruim,892000
apartamento,Sao Paulo,Bela Vista,centro,95,87,2,2,sim,5,bom,783000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,196,171,6,1,nao,38,ruim,418000
apartamento,Sao Paulo,Itaim Paulista,periferia,118,108,5,1,nao,33,ruim,411000
apartamento,Sao Paulo,Vila Madalena,centro,61,59,3,0,nao,13,ruim,603000
casa,Sao Paulo,Brasilandia,periferia,268,133,7,2,nao,17,bom,618000
casa,Sao Paulo,Vila Mariana,centro,515,181,8,2,nao,12,ruim,3106000
apartamento,Sao Paulo,Guaianases,periferia,162,161,7,1,nao,9,bom,570000
apartamento,Sao Paulo,Itaim Bibi,centro,126,116,5,3,sim,20,bom,1175000
chacara,Mairipora,Zona Rural,periferia,4810,396,14,2,nao,44,ruim,1219000
apartamento,Sao Paulo,Itaquera,periferia,144,140,6,2,nao,1,bom,771000
apartamento,Sao Paulo,Brooklin,centro,93,85,2,2,nao,23,ruim,1146000
apartamento,Sao Paulo,Parelheiros,periferia,66,60,2,0,sim,47,ruim,218000
apartamento,Sao Paulo,Vila Olimpia,centro,186,175,8,0,sim,35,ruim,1752000
casa,Sao Paulo,Moema,centro,608,261,11,3,nao,16,bom,4913000
casa,Guarulhos,Centro (Guarulhos),periferia,577,305,15,2,nao,15,bom,1630000
casa,Sao Paulo,Sapopemba,periferia,513,265,11,3,nao,36,bom,1157000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,117,113,6,2,nao,7,bom,1802000
casa,Sao Paulo,Vila Madalena,centro,886,311,14,1,sim,18,ruim,5171000
apartamento,Sao Paulo,Itaim Bibi,centro,94,85,4,3,sim,10,bom,1296000
apartamento,Sao Paulo,Perdizes,centro,177,163,8,2,nao,27,ruim,1759000
apartamento,Sao Paulo,Itaim Paulista,periferia,109,97,4,0,nao,15,ruim,394000
apartamento,Sao Paulo,Santana,centro,92,84,2,1,nao,41,ruim,595000
apartamento,Sao Paulo,Mooca,centro,180,166,8,1,sim,9,bom,1617000
apartamento,Guarulhos,Centro (Guarulhos),periferia,105,94,4,2,nao,16,bom,632000
apartamento,Sao Paulo,Sapopemba,periferia,101,98,4,2,nao,31,ruim,381000
apartamento,Sao Paulo,Jardim Angela,periferia,66,63,4,2,nao,38,bom,233000
sitio,Juquitiba,Zona Rural,periferia,90938,236,9,2,nao,31,ruim,3797000
apartamento,Sao Paulo,Tatuape,centro,200,193,7,1,nao,7,bom,1329000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,93,93,4,2,nao,12,ruim,1082000
apartamento,Sao Paulo,Perdizes,centro,81,73,2,2,nao,12,bom,830000
apartamento,Sao Paulo,Cidade Ademar,periferia,208,205,7,1,nao,14,bom,946000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,109,100,4,0,nao,8,bom,1794000
casa,Sao Paulo,M'Boi Mirim,periferia,368,202,10,3,nao,8,bom,959000
casa,Sao Paulo,Jardim Angela,periferia,653,214,10,4,nao,25,ruim,1246000
apartamento,Sao Paulo,Jardim Angela,periferia,40,36,1,0,nao,9,ruim,120000
chacara,Ibiuna,Zona Rural,periferia,8513,141,5,1,sim,58,ruim,1166000
apartamento,Sao Paulo,M'Boi Mirim,periferia,122,113,4,3,nao,21,ruim,364000
apartamento,Sao Paulo,Itaim Bibi,centro,66,64,3,0,nao,25,ruim,767000
casa,Sao Paulo,Vila Madalena,centro,505,219,10,3,sim,7,bom,3691000
apartamento,Osasco,Centro (Osasco),periferia,112,112,5,3,nao,16,ruim,690000
apartamento,Sao Paulo,M'Boi Mirim,periferia,117,102,4,0,nao,36,ruim,291000
apartamento,Sao Paulo,Vila Mariana,centro,166,148,5,1,sim,20,ruim,1544000
casa,Sao Paulo,Guaianases,periferia,331,108,7,1,nao,19,ruim,478000
apartamento,Sao Paulo,Sapopemba,periferia,137,137,5,1,nao,51,ruim,559000
apartamento,Sao Paulo,Higienopolis,centro,128,127,6,0,nao,24,ruim,1345000
chacara,Ibiuna,Zona Rural,periferia,4104,343,11,4,sim,26,bom,1876000
apartamento,Sao Paulo,Higienopolis,centro,103,95,3,1,nao,46,ruim,959000
casa,Sao Paulo,Brasilandia,periferia,521,190,8,1,nao,25,ruim,965000
apartamento,Sao Paulo,Moema,centro,37,35,1,1,nao,1,bom,518000
chacara,Braganca Paulista,Zona Rural,periferia,1539,240,9,4,nao,6,bom,993000
sitio,Pinhalzinho,Zona Rural,periferia,42896,280,10,1,sim,18,bom,1501000
apartamento,Sao Paulo,Cidade Ademar,periferia,48,48,3,0,nao,43,ruim,175000
apartamento,Sao Paulo,Higienopolis,centro,57,57,1,0,sim,18,bom,661000
apartamento,Sao Paulo,Vila Mariana,centro,87,78,2,2,nao,29,ruim,819000
apartamento,Sao Paulo,Perdizes,centro,62,60,2,0,nao,26,ruim,518000
apartamento,Sao Paulo,Parelheiros,periferia,124,123,5,1,nao,39,ruim,395000
apartamento,Sao Paulo,Bela Vista,centro,146,143,6,3,nao,13,ruim,1101000
casa,Guarulhos,Centro (Guarulhos),periferia,1032,358,18,4,nao,22,ruim,1976000
casa,Sao Paulo,Parelheiros,periferia,822,395,18,4,sim,22,bom,1645000
apartamento,Sao Paulo,Pinheiros,centro,213,194,9,3,nao,10,bom,3617000
casa,Sao Paulo,Itaim Paulista,periferia,255,180,9,2,nao,8,bom,749000
apartamento,Sao Paulo,Perdizes,centro,160,153,5,1,sim,16,bom,2008000
casa,Sao Paulo,Guaianases,periferia,194,117,4,4,nao,13,ruim,460000
apartamento,Sao Paulo,Perdizes,centro,112,101,3,2,nao,11,bom,1165000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,3838,83,4,3,nao,43,ruim,702000
casa,Sao Paulo,Perus,periferia,929,376,17,2,nao,26,bom,2039000
chacara,Cotia,Zona Rural,periferia,12076,205,9,2,nao,56,ruim,1392000
casa,Sao Paulo,Itaim Paulista,periferia,415,154,6,1,nao,28,ruim,581000
apartamento,Sao Paulo,Sapopemba,periferia,74,70,2,1,nao,51,ruim,266000
apartamento,Sao Paulo,Mooca,centro,104,95,3,0,nao,15,bom,686000
casa,Sao Paulo,Pinheiros,centro,413,144,6,4,nao,8,bom,3082000
apartamento,Sao Paulo,Parelheiros,periferia,65,62,3,1,nao,1,bom,301000
sitio,Mairipora,Zona Rural,periferia,114463,238,10,1,sim,30,bom,5175000
apartamento,Sao Paulo,Guaianases,periferia,64,63,3,3,nao,48,ruim,280000
apartamento,Sao Paulo,Perdizes,centro,39,36,1,1,sim,20,bom,516000
apartamento,Sao Paulo,Tatuape,centro,163,161,5,0,nao,35,ruim,972000
casa,Sao Paulo,Higienopolis,centro,279,90,5,4,nao,9,bom,1778000
sitio,Mairipora,Zona Rural,periferia,17378,70,3,2,sim,40,ruim,1092000
casa,Sao Paulo,Mooca,centro,293,148,8,2,sim,12,bom,2085000
apartamento,Sao Paulo,Santana,centro,60,55,2,1,nao,15,ruim,415000
apartamento,Sao Paulo,Itaim Bibi,centro,96,95,4,0,sim,7,bom,1138000
apartamento,Sao Paulo,Bela Vista,centro,165,159,7,3,nao,47,ruim,919000
chacara,Piracaia,Zona Rural,periferia,4231,345,13,2,sim,0,ruim,1560000
casa,Sao Paulo,Itaim Paulista,periferia,482,251,10,4,nao,17,bom,1091000
apartamento,Sao Paulo,Moema,centro,205,197,8,2,nao,44,ruim,1611000
apartamento,Sao Paulo,Parelheiros,periferia,87,80,4,0,nao,7,bom,331000
chacara,Piracaia,Zona Rural,periferia,2560,393,13,3,nao,15,bom,1449000
casa,Sao Paulo,Perus,periferia,496,257,13,2,nao,33,ruim,968000
casa,Sao Paulo,Perus,periferia,501,206,11,3,nao,41,ruim,851000
casa,Sao Paulo,Brooklin,centro,580,267,12,3,sim,11,bom,4253000
apartamento,Sao Paulo,Itaim Bibi,centro,148,147,7,2,nao,24,bom,1947000
casa,Sao Paulo,Brasilandia,periferia,173,89,3,2,sim,5,bom,495000
apartamento,Sao Paulo,Jardim Angela,periferia,147,139,5,0,nao,25,bom,403000
apartamento,Sao Paulo,Tatuape,centro,77,68,2,1,nao,11,bom,537000
casa,Sao Paulo,Tatuape,centro,296,208,10,2,sim,28,ruim,1731000
casa,Sao Paulo,Jardim Angela,periferia,809,273,13,2,nao,42,ruim,1084000
casa,Sao Paulo,Santana,centro,330,193,11,3,nao,5,bom,1945000
chacara,Braganca Paulista,Zona Rural,periferia,6019,95,3,3,nao,6,ruim,1175000
apartamento,Sao Paulo,Itaquera,periferia,51,46,1,1,nao,37,bom,273000
casa,Sao Paulo,Cidade Ademar,periferia,1038,394,19,1,sim,56,ruim,1750000
casa,Sao Paulo,Jardim Paulista,centro,1031,363,15,4,nao,42,ruim,4844000
chacara,Piracaia,Zona Rural,periferia,7473,364,14,1,nao,43,ruim,1515000
casa,Sao Paulo,Parelheiros,periferia,447,294,15,1,nao,49,ruim,923000
casa,Sao Paulo,Cidade Tiradentes,periferia,244,98,3,1,nao,4,bom,477000
casa,Sao Paulo,M'Boi Mirim,periferia,421,206,9,4,nao,34,ruim,704000
casa,Sao Paulo,Perdizes,centro,219,82,5,3,nao,56,ruim,807000
chacara,Braganca Paulista,Zona Rural,periferia,8174,358,12,4,nao,28,bom,1687000
casa,Sao Paulo,M'Boi Mirim,periferia,730,241,12,3,nao,24,ruim,1202000
casa,Guarulhos,Centro (Guarulhos),periferia,520,344,17,2,nao,27,ruim,1347000
casa,Sao Paulo,Tatuape,centro,276,136,6,2,nao,29,bom,1918000
apartamento,Sao Paulo,Perus,periferia,147,132,4,1,nao,26,ruim,455000
chacara,Pinhalzinho,Zona Rural,periferia,5698,220,7,1,sim,22,ruim,1028000
chacara,Piracaia,Zona Rural,periferia,2354,327,11,3,nao,3,bom,956000
casa,Osasco,Centro (Osasco),periferia,379,153,8,1,nao,27,ruim,744000
casa,Sao Paulo,Moema,centro,537,280,12,3,sim,18,ruim,3570000
casa,Sao Paulo,Itaim Bibi,centro,309,172,8,4,nao,3,bom,2747000
chacara,Juquitiba,Zona Rural,periferia,12560,260,9,2,nao,6,bom,1385000
apartamento,Sao Paulo,Jardim Angela,periferia,40,40,3,1,nao,25,ruim,170000
apartamento,Sao Paulo,Cidade Ademar,periferia,137,132,4,2,nao,33,ruim,542000
casa,Sao Paulo,Moema,centro,614,316,14,3,sim,35,ruim,3878000
sitio,Pinhalzinho,Zona Rural,periferia,40068,139,5,1,nao,26,ruim,1169000
casa,Sao Paulo,Jardim Paulista,centro,497,339,15,2,sim,14,bom,4376000
casa,Sao Paulo,M'Boi Mirim,periferia,538,211,9,4,sim,12,bom,1235000
casa,Sao Paulo,Vila Mariana,centro,548,299,13,4,sim,34,ruim,3191000
casa,Sao Paulo,Cidade Tiradentes,periferia,391,142,8,2,sim,19,ruim,816000
apartamento,Sao Paulo,Guaianases,periferia,102,102,4,1,nao,6,bom,392000
chacara,Juquitiba,Zona Rural,periferia,4478,257,10,4,nao,6,bom,1723000
apartamento,Sao Paulo,Santana,centro,175,156,6,3,nao,28,bom,1296000
apartamento,Sao Paulo,Bela Vista,centro,207,187,6,2,nao,6,bom,2033000
chacara,Juquitiba,Zona Rural,periferia,2729,99,4,4,sim,6,bom,816000
chacara,Cotia,Zona Rural,periferia,3731,134,6,4,sim,56,ruim,516000
apartamento,Sao Paulo,Vila Madalena,centro,90,84,4,1,nao,9,bom,1166000
apartamento,Sao Paulo,Grajau,periferia,217,199,9,3,nao,13,ruim,695000
apartamento,Sao Paulo,Vila Madalena,centro,68,60,1,0,sim,35,ruim,573000
apartamento,Sao Paulo,Itaim Bibi,centro,70,70,4,0,sim,34,ruim,824000
apartamento,Sao Paulo,Cidade Ademar,periferia,47,47,1,1,nao,14,bom,286000
casa,Sao Paulo,Vila Mariana,centro,394,135,7,2,nao,51,ruim,2319000
casa,Sao Paulo,Santana,centro,366,196,8,4,nao,15,bom,2714000
apartamento,Sao Paulo,Brooklin,centro,170,162,6,3,nao,1,bom,1576000
apartamento,Sao Paulo,Itaquera,periferia,175,169,6,1,nao,8,bom,891000
apartamento,Sao Paulo,Tatuape,centro,167,153,5,2,nao,43,ruim,1036000
casa,Sao Paulo,Perdizes,centro,352,163,6,1,nao,1,bom,1994000
casa,Sao Paulo,Pinheiros,centro,937,364,18,3,nao,28,ruim,5339000
apartamento,Sao Paulo,Perdizes,centro,129,113,5,2,nao,17,bom,1154000
casa,Sao Paulo,Perus,periferia,835,310,13,1,nao,37,ruim,1489000
casa,Sao Paulo,Moema,centro,583,207,10,1,nao,19,bom,4174000
apartamento,Sao Paulo,Santana,centro,112,108,5,3,nao,31,ruim,725000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,146,133,5,0,nao,9,bom,2175000
casa,Sao Paulo,Santana,centro,380,172,8,2,nao,35,ruim,1653000
apartamento,Sao Paulo,Vila Madalena,centro,177,158,6,2,nao,3,bom,1906000
apartamento,Sao Paulo,Sapopemba,periferia,157,149,7,0,nao,14,ruim,582000
casa,Sao Paulo,Santana,centro,421,229,9,4,sim,29,ruim,2296000
apartamento,Sao Paulo,Jardim Angela,periferia,42,40,1,0,nao,3,bom,141000
casa,Sao Paulo,Grajau,periferia,247,89,5,2,nao,37,ruim,393000
sitio,Mairipora,Zona Rural,periferia,106280,271,10,3,nao,34,ruim,5963000
apartamento,Guarulhos,Centro (Guarulhos),periferia,77,72,4,2,nao,5,bom,557000
apartamento,Sao Paulo,M'Boi Mirim,periferia,218,191,7,3,nao,21,ruim,715000
casa,Sao Paulo,Pinheiros,centro,573,194,9,1,nao,37,ruim,2761000
apartamento,Sao Paulo,Itaim Bibi,centro,138,129,6,3,nao,13,bom,1971000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,10906,359,13,2,sim,30,ruim,2558000
casa,Sao Paulo,Capao Redondo,periferia,401,212,12,4,nao,20,bom,1057000
casa,Sao Paulo,Jardim Angela,periferia,332,112,7,2,nao,21,ruim,530000
apartamento,Sao Paulo,Parelheiros,periferia,89,87,4,1,nao,18,ruim,333000
casa,Sao Paulo,Parelheiros,periferia,378,127,7,2,sim,9,bom,903000
apartamento,Sao Paulo,Higienopolis,centro,195,175,7,1,nao,7,bom,2374000
casa,Sao Paulo,Pinheiros,centro,967,309,13,1,nao,2,bom,6122000
chacara,Braganca Paulista,Zona Rural,periferia,2771,212,8,2,nao,20,ruim,863000
apartamento,Sao Paulo,Moema,centro,59,56,1,0,sim,17,bom,768000
casa,Sao Paulo,Itaim Bibi,centro,508,173,9,1,nao,37,ruim,2598000
apartamento,Sao Paulo,Cidade Ademar,periferia,133,121,5,3,nao,19,bom,591000
casa,Sao Paulo,Capao Redondo,periferia,638,238,12,4,nao,11,bom,1610000
apartamento,Sao Paulo,Grajau,periferia,238,211,9,1,nao,22,bom,921000
apartamento,Sao Paulo,Vila Madalena,centro,187,175,7,3,nao,40,ruim,1819000
apartamento,Guarulhos,Centro (Guarulhos),periferia,91,83,2,2,nao,2,bom,491000
apartamento,Sao Paulo,Perus,periferia,103,95,5,2,nao,46,ruim,299000
casa,Guarulhos,Centro (Guarulhos),periferia,203,118,4,4,sim,30,ruim,710000
apartamento,Sao Paulo,Grajau,periferia,44,43,2,0,nao,3,bom,159000
apartamento,Sao Paulo,Guaianases,periferia,166,165,7,1,nao,23,ruim,479000
chacara,Atibaia,Zona Rural,periferia,11302,236,8,3,nao,29,ruim,1141000
apartamento,Sao Paulo,Grajau,periferia,50,49,1,0,nao,39,ruim,137000
apartamento,Sao Paulo,Brooklin,centro,128,116,6,2,nao,41,ruim,1116000
casa,Sao Paulo,Cidade Ademar,periferia,535,212,9,2,nao,48,ruim,930000
casa,Sao Paulo,Higienopolis,centro,216,154,7,1,nao,10,bom,2029000
casa,Osasco,Centro (Osasco),periferia,340,185,10,2,sim,2,bom,1153000
apartamento,Sao Paulo,Capao Redondo,periferia,201,195,7,2,sim,10,bom,1176000
sitio,Atibaia,Zona Rural,periferia,26283,185,6,3,sim,11,bom,1245000
apartamento,Osasco,Centro (Osasco),periferia,146,142,6,1,nao,40,ruim,649000
apartamento,Sao Paulo,Vila Olimpia,centro,183,164,6,1,sim,9,bom,2283000
apartamento,Sao Paulo,Jardim Paulista,centro,213,204,7,2,nao,20,ruim,2162000
casa,Sao Paulo,Sapopemba,periferia,713,330,15,2,nao,37,ruim,1327000
casa,Sao Paulo,Capao Redondo,periferia,717,348,15,1,nao,27,bom,1467000
chacara,Nazare Paulista,Zona Rural,periferia,1733,215,8,3,nao,9,bom,979000
chacara,Nazare Paulista,Zona Rural,periferia,5351,213,8,4,nao,11,bom,1380000
casa,Sao Paulo,Itaquera,periferia,370,147,7,4,sim,19,bom,937000
casa,Sao Paulo,Pinheiros,centro,690,352,15,1,nao,30,ruim,4659000
